survey,question_concept_id,question,answer_concept_id,answer,answer_numeric,answer_text
Healthcare Access & Utilization,43530559,Insurance: Healthcare Coverage,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530559,Insurance: Healthcare Coverage,43529982,Healthcare Coverage: Worse,1, Worse
Healthcare Access & Utilization,43530559,Insurance: Healthcare Coverage,43528346,Healthcare Coverage: About The Same,2, About The Same
Healthcare Access & Utilization,43530559,Insurance: Healthcare Coverage,43528458,Healthcare Coverage: Better,3, Better
Healthcare Access & Utilization,43530562,Health Advice: Place for Health Advice,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530562,Health Advice: Place for Health Advice,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530562,Health Advice: Place for Health Advice,43529908,Place for Health Advice: No,2, No
Healthcare Access & Utilization,43530562,Health Advice: Place for Health Advice,43530103,Place for Health Advice: Yes,1, Yes
Healthcare Access & Utilization,43530562,Health Advice: Place for Health Advice,43529907,Place for Health Advice: More Than One,2, More Than One
Healthcare Access & Utilization,43530583,Delayed Medical Care: Can't Afford Co-pay,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530583,Delayed Medical Care: Can't Afford Co-pay,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530583,Delayed Medical Care: Can't Afford Co-pay,43529317,Delayed Care Due to Can't Afford Co-pay: No,2, No
Healthcare Access & Utilization,43530583,Delayed Medical Care: Can't Afford Co-pay,43530010,Delayed Care Due to Can't Afford Co-pay: Yes,1, Yes
Healthcare Access & Utilization,43530584,Delayed Medical Care: Had To Pay Out Of Pocket,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530584,Delayed Medical Care: Had To Pay Out Of Pocket,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530584,Delayed Medical Care: Had To Pay Out Of Pocket,43529359,Delayed Care Due to Had To Pay Out Of Pocket: No,2, No
Healthcare Access & Utilization,43530584,Delayed Medical Care: Had To Pay Out Of Pocket,43530052,Delayed Care Due to Had To Pay Out Of Pocket: Yes,1, Yes
Healthcare Access & Utilization,43530585,Delayed Medical Care: Deductible Too High,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530585,Delayed Medical Care: Deductible Too High,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530585,Delayed Medical Care: Deductible Too High,43529332,Delayed Care Due to Deductible Too High: No,2, No
Healthcare Access & Utilization,43530585,Delayed Medical Care: Deductible Too High,43530025,Delayed Care Due to Deductible Too High: Yes,1, Yes
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528260,General Doctor Visits: 1,1,1
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528304,General Doctor Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528315,General Doctor Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528326,General Doctor Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528338,General Doctor Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528271,General Doctor Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528282,General Doctor Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43530588,Health Advice: General Doctor Visits,43528293,General Doctor Visits: 16 or M ore,8, 16 or M ore
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528257,Chiropractor Visits: 1,1,1
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528301,Chiropractor Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528312,Chiropractor Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528323,Chiropractor Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528335,Chiropractor Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528268,Chiropractor Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528279,Chiropractor Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43530589,Health Advice: Chiropractor Visits,43528290,Chiropractor Visits: 16 or M ore,8, 16 or M ore
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528266,Podiatrist Visits: 1,1,1
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528310,Podiatrist Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528321,Podiatrist Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528332,Podiatrist Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528344,Podiatrist Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528277,Podiatrist Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528288,Podiatrist Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43530590,Health Advice: Podiatrist Visits,43528299,Podiatrist Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528259,Eye Doctor Visits: 1,1,1
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528303,Eye Doctor Visits: 2 to 3,2, 2 to 3
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528314,Eye Doctor Visits: 4 to 5,3, 4 to 5
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528325,Eye Doctor Visits: 6 to 7,4, 6 to 7
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528337,Eye Doctor Visits: 8 to 9,5, 8 to 9
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528270,Eye Doctor Visits: 10 to 12,6, 10 to 12
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528281,Eye Doctor Visits: 13 to 15,7, 13 to 15
Healthcare Access & Utilization,43530591,Health Advice: Eye Doctor Visits,43528292,Eye Doctor Visits: 16 or More,8, 16 or More
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528265,"PT, ST, RT, Audiologist or OT Visits: 1",1,1
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528309,"PT, ST, RT, Audiologist or OT: 2 to 3",2, 2 to 3
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528320,"PT, ST, RT, Audiologist or OT Visits: 4 to 5",3, 4 to 5
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528331,"PT, ST, RT, Audiologist or OT Visits: 6 to 7",4, 6 to 7
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528343,"PT, ST, RT, Audiologist or OT Visits: 8 to 9",5, 8 to 9
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528276,"PT, ST, RT, Audiologist or OT Visits: 10 to 12",6, 10 to 12
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528287,"PT, ST, RT, Audiologist or OT Visits: 13 to 15",7, 13 to 15
Healthcare Access & Utilization,43530592,"Health Advice: Physical Therapist, Speech Therapist, Respiratory Therapist, Audiologist, or Occupational Therapist Visits",43528298,"PT, ST, RT, Audiologist or OT Visits: 16 or More",8, 16 or More
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,43528645,What Kind Of Place: Doctors Office,1, Doctors Office
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,43528646,What Kind Of Place: No One Place Most Often,2, No One Place Most Often
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,43528803,What Kind Of Place: Emergency Room,3, Emergency Room
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,43529848,What Kind Of Place: Some Other Place,4, Some Other Place
Healthcare Access & Utilization,43530593,Health Advice: What Kind Of Place,43529948,What Kind Of Place: Urgent Care,5, Urgent Care
Healthcare Access & Utilization,43530594,Delayed Medical Care: Nervous,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530594,Delayed Medical Care: Nervous,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530594,Delayed Medical Care: Nervous,43529396,Delayed Care Nervous: No,2, No
Healthcare Access & Utilization,43530594,Delayed Medical Care: Nervous,43530089,Delayed Care Nervous: Yes,1, Yes
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,903087,PMI: Dont Know,-99, Dont Know
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,903096,PMI: Skip,-98, Skip
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,43529282,Spoken To Professional: Never,1, Never
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,43528334,Spoken To Professional: 6mo Or Less,2, 6mo Or Less
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,43529237,Spoken To Professional: 6 Mo To 1 Year Ago,3, 6 Mo To 1 Year Ago
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,43530564,Spoken To Professional: 1 To 2 Years Ago,4, 1 To 2 Years Ago
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,43530565,Spoken To Professional: 2 To 5 Years Ago,5, 2 To 5 Years Ago
Healthcare Access & Utilization,43530595,Health Advice: Spoken To Professional,43530566,Spoken To Professional: More Than 5 Years Ago,6, More Than 5 Years Ago
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192384,How much you agree or disagree that your neighborhood is safe?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192386,How much you agree or disagree that people in your neighborhood take good care of their houses and apartments?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192390,How often do you feel that you are unhappy being so withdrawn?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192397,How often do you feel that there is no one you can turn to?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192398,How often do you feel left out?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192400,How much you agree or disagree that in your neighborhood people watch out for each other?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192404,How much you agree or disagree that you are always having trouble with your neighbors?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192412,How much you agree or disagree that vandalism is common in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192420,How much you agree or disagree that there is a lot of graffiti in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192426,"Within the past 12 months, were you worried whether the food you had bought just didn't last and you didn't have money to get more?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192456,How much you agree or disagree that your neighborhood is clean?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192457,How much you agree or disagree that there is too much drug use in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192469,How much you agree or disagree that there are lot of abandoned buildings in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192470,How often do you go to religious meetings or services?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192476,How much you agree or disagree that there is too much alcohol use in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192493,How much you agree or disagree that there is a lot of crime in your neighborhood?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192494,How often do you feel that people are around you but not with you?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192500,How much you agree or disagree that there are too many people hanging around on the streets near your home?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192501,How often do you feel isolated from others?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192504,How often do you feel that you are an outgoing person?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192507,How often do you feel lack companionship?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192516,How often do you feel that you can find companionship when you want it?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192517,"Within the past 12 months, were you worried whether your food would run out before you got money to buy more?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192522,How much you agree or disagree that your neighborhood is noisy?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192526,Do you speak a language other than English at home?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192529,"Since you speak a language other than English at home, we are interested in your own thoughts about how well you think you speak English. Would you say you speak English...",903087,PMI: Dont Know,-99,Dont Know
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192384,How much you agree or disagree that your neighborhood is safe?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192386,How much you agree or disagree that people in your neighborhood take good care of their houses and apartments?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192390,How often do you feel that you are unhappy being so withdrawn?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192397,How often do you feel that there is no one you can turn to?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192398,How often do you feel left out?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192400,How much you agree or disagree that in your neighborhood people watch out for each other?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192404,How much you agree or disagree that you are always having trouble with your neighbors?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192412,How much you agree or disagree that vandalism is common in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192420,How much you agree or disagree that there is a lot of graffiti in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192426,"Within the past 12 months, were you worried whether the food you had bought just didn't last and you didn't have money to get more?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192456,How much you agree or disagree that your neighborhood is clean?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192457,How much you agree or disagree that there is too much drug use in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192469,How much you agree or disagree that there are lot of abandoned buildings in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192470,How often do you go to religious meetings or services?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",903096,PMI: Skip,-98,Skip
