"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J3UEQZRQ","journalArticle","2009","Sanoski, Cynthia A.","Aliskiren: an oral direct renin inhibitor for the treatment of hypertension.","Pharmacotherapy","","0277-0008","10.1592/phco.29.2.193","","Aliskiren is the first member of the new class of orally active direct renin inhibitors to receive approval from the United States Food and Drug  Administration for the treatment of hypertension. In patients with hypertension,  aliskiren can be used either as monotherapy or in combination with other  antihypertensive agents. By inhibiting renin, aliskiren blocks the conversion of  angiotensinogen to angiotensin I, which subsequently results in a reduction in  angiotensin II concentrations. Unlike the angiotensin-converting enzyme  inhibitors and the angiotensin II receptor blockers (ARBs), which reactively  stimulate an increase in plasma renin activity, aliskiren suppresses the effects  of renin and leads to a reduction in plasma renin activity. In clinical trials  involving patients with mild-to-moderate hypertension, aliskiren provided  antihypertensive efficacy that was comparable to that of an ARB. Combination  therapy with aliskiren and an ARB may provide additional blood pressure-lowering  effects compared with the respective monotherapies with each of the agents. The  results from surrogate outcome studies have also alluded to the potential for  aliskiren to prevent target organ damage. Because aliskiren does not  significantly affect the cytochrome P450 system, it has been associated with few  drug interactions. In clinical studies, aliskiren was well tolerated, and its  adverse-effect profile was similar to that of placebo. Fatigue, headache,  dizziness, diarrhea, nasopharyngitis, and back pain were the most commonly  reported adverse events. Overall, aliskiren appears to be a reasonable treatment  option for patients with mild-to-moderate hypertension who are intolerant of  first-line antihypertensive therapies. Aliskiren may also be a promising  renoprotective strategy in patients with concomitant hypertension and diabetes  mellitus. Its potential as a first-line antihypertensive agent will have to be  further examined once studies evaluating its effects on long-term clinical  outcomes are completed.","2009-02","2024-04-17 08:32:24","2024-04-17 08:32:24","","193-212","","2","29","","Pharmacotherapy","","","","","","","","eng","","","","","","","Place: United States PMID: 19170589","","","","Humans; Clinical Trials as Topic; Administration, Oral; Drug Interactions; United States; Drug Therapy, Combination; Drug Approval; Hypertension/*drug therapy/physiopathology; Renin/antagonists & inhibitors; Antihypertensive Agents/*administration & dosage/adverse effects/pharmacokinetics; Amides/*administration & dosage/adverse effects/pharmacokinetics; Diabetes Complications/drug therapy; Fumarates/*administration & dosage/adverse effects/pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDQ6F684","journalArticle","2007","Van Tassell, Benjamin W.; Munger, Mark A.","Aliskiren for renin inhibition: a new class of antihypertensives.","The Annals of pharmacotherapy","","1542-6270 1060-0280","10.1345/aph.1H549","","OBJECTIVE: To review the safety, efficacy, pharmacology, pharmacokinetics, and drug interactions of aliskiren for the treatment of mild-to-moderate  hypertension. DATA SOURCES: A literature search was conducted using MEDLINE  (1966-January 2007), International Pharmaceutical Abstracts (1970-January 2007),  and Cochrane database (2006) for the key words aliskiren or SPP100. References of  selected articles were also reviewed. Abstract data were included only in the  absence of significant published data. STUDY SELECTION AND DATA EXTRACTION:  Available English-language data from reviews, abstracts, and clinical trials were  selected. For review of efficacy, randomized controlled trials were preferred.  DATA SYNTHESIS: Aliskiren is a renin inhibitor, the first in a new class of  antihypertensives. As renin catalyzes the rate-limiting step of the  renin-angiotensin system (RAS), renin inhibition may offer a theoretical  advantage over other RAS inhibitors, such as angiotensin-converting enzyme (ACE)  inhibitors and angiotensin receptor blockers (ARBs). In short-term clinical  trials (< or =8 wk) of subjects with mild-to-moderate hypertension, single daily  doses of aliskiren 150-300 mg produced significant systolic and diastolic blood  pressure reduction similar to that achieved with ACE inhibitors and ARBs, with  placebo-like tolerability, without an elevation in heart rate or evidence of  tolerance. CONCLUSIONS: Aliskiren appears to be a safe and effective treatment  option in mild-to-moderate hypertension. Although long-term outcome data have not  been published, aliskiren is a promising option for RAS inhibition.","2007-03","2024-04-17 08:32:24","2024-04-17 08:32:24","","456-464","","3","41","","Ann Pharmacother","","","","","","","","eng","","","","","","","Place: United States PMID: 17341529","","","","Humans; Clinical Trials as Topic; Drug Interactions; Hypertension/*drug therapy; Renin/antagonists & inhibitors; Antihypertensive Agents/adverse effects/pharmacokinetics/*therapeutic use; Amides/adverse effects/pharmacokinetics/*therapeutic use; Fumarates/adverse effects/pharmacokinetics/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7A8E4YZT","journalArticle","2008","Krop, Manne; Garrelds, Ingrid M.; de Bruin, René J. A.; van Gool, Jeanette M. G.; Fisher, Naomi D. L.; Hollenberg, Norman K.; Jan Danser, A. H.","Aliskiren accumulates in Renin secretory granules and binds plasma prorenin.","Hypertension (Dallas, Tex. : 1979)","","1524-4563 0194-911X","10.1161/HYPERTENSIONAHA.108.123042","","The vascular effects of aliskiren last longer than expected based on its half life, and this renin inhibitor has been reported to cause a greater renin rise  than other renin-angiotensin system blockers. To investigate whether aliskiren  accumulation in secretory granules contributes to these phenomena,  renin-synthesizing mast cells were incubated with aliskiren, washed, and exposed  to forskolin in medium without aliskiren (0.1 to 1000 nmol/L). (Pro)renin  concentrations were measured by renin- and prorenin-specific immunoradiometric  assays, and renin activity was measured by enzyme-kinetic assay. Without  aliskiren, the culture medium predominantly contained prorenin, the cells  exclusively stored renin, and forskolin doubled renin release. Aliskiren  dose-dependently bound to (pro)renin in the medium and cell lysates and did not  alter the effect of forskolin. The aliskiren concentrations required to bind  prorenin were 1 to 2 orders of magnitude higher than those needed to bind renin.  Blockade of cell lysate renin activity ranged from 27+/-15% to 79+/-5%, and these  percentages were identical for the renin that was released by forskolin,  indicating that they represented the same renin pool, ie, the renin storage  granules. Comparison of renin and prorenin measurements in blood samples obtained  from human volunteers treated with aliskiren, both before and after prorenin  activation, revealed that <or=30% of prorenin was detected in renin-specific  assays. In conclusion, aliskiren accumulates in renin granules, thus allowing  long-lasting renin-angiotensin system blockade beyond the half-life of this drug.  Aliskiren also binds to prorenin. This allows its detection as renin, and might  explain, in part, the renin rise during renin inhibition.","2008-12","2024-04-17 08:32:24","2024-04-17 08:32:24","","1076-1083","","6","52","","Hypertension","","","","","","","","eng","","","","","","","Place: United States PMID: 18981317","","","","Humans; Dose-Response Relationship, Drug; Cell Line, Tumor; Antihypertensive Agents/administration & dosage/*pharmacokinetics; Angiotensin I/metabolism; Culture Media/metabolism; Colforsin/pharmacology; Amides/administration & dosage/*pharmacokinetics; Fumarates/administration & dosage/*pharmacokinetics; Leukemia, Mast-Cell; Mast Cells/*drug effects/*metabolism; Renin/*blood/metabolism; Secretory Vesicles/drug effects/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NH53UQLZ","journalArticle","2010","Verdecchia, Paolo; Angeli, Fabio; Mazzotta, Giovanni; Martire, Paola; Garofoli, Marta; Gentile, Giorgio; Reboldi, Gianpaolo","Aliskiren versus ramipril in hypertension.","Therapeutic advances in cardiovascular disease","","1753-9455 1753-9447","10.1177/1753944710369682","","Aliskiren is an orally active direct renin inhibitor which inhibits the synthesis of angiotensin I by linking to active renin on a deep cleft of its molecular  structure, the site of hydrolysis of the Leu10-Val11 bond of angiotensinogen. At  variance with angiotensin-converting enzyme (ACE) inhibitors, aliskiren  eliminates the main substrate for the 'escape' phenomenon (synthesis of  angiotensin II from angiotensin I through alternative enzymatic pathways). The  possibility that the antihypertensive effect of aliskiren differs from that of  ACE inhibitors needs to be proved in specifically designed clinical trials. Over  the past 2 years, three studies have been published which directly compared  aliskiren with ramipril, in patients with hypertension. We made a pooled analysis  of these studies. In order to avoid interference with additional drugs, analysis  was restricted to trial periods when the two drugs were given as monotherapy. In  each individual study, systolic blood pressure (BP) was slightly lower with  aliskiren. Overall, systolic BP was lower with aliskiren than with ramipril  (weighted mean difference between the treatments 1.84 mmHg; fixed effect model; p  < 0.0001; and 1.87 mmHg; random effect model; p = 0.0055). The standardized mean  difference between the treatments was 2.58 (fixed effect model; p < 0.0001) and  2.92 (random effect model; p = 0.0017) in favor of aliskiren. Compared with  ramipril, aliskiren may have induced a more complete 'upstream' inhibition of the  renin-angiotensin-aldosterone system, with consequent greater suppression of  angiotensin II. Another potential explanation may be the longer terminal  elimination halflife of aliskiren (about 40 hours) compared with ramiprilat  (13-17 hours). These data provide further evidence that aliskiren monotherapy  provides a sustained BP reduction over the 24 hours.","2010-06","2024-04-17 08:32:24","2024-04-17 08:32:24","","193-200","","3","4","","Ther Adv Cardiovasc Dis","","","","","","","","eng","","","","","","","Place: England PMID: 20418269","","","","Humans; Half-Life; Blood Pressure/drug effects; Aging; Antihypertensive Agents/pharmacokinetics/*therapeutic use; Hypertension/*drug therapy; Amides/pharmacokinetics/*therapeutic use; Angiotensin II/antagonists & inhibitors; Angiotensin-Converting Enzyme Inhibitors/pharmacokinetics/*therapeutic use; Diabetic Angiopathies/drug therapy; Fumarates/pharmacokinetics/*therapeutic use; Ramipril/analogs & derivatives/pharmacokinetics/*therapeutic use; Renin-Angiotensin System/drug effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6DSYD7J","journalArticle","2008","Feldman, David L.; Jin, Liang; Xuan, Hong; Contrepas, Aurelie; Zhou, Yinong; Webb, Randy L.; Mueller, Dominik N.; Feldt, Sandra; Cumin, Frederick; Maniara, Wieslawa; Persohn, Elke; Schuetz, Helmut; Jan Danser, A. H.; Nguyen, Genevieve","Effects of aliskiren on blood pressure, albuminuria, and (pro)renin receptor expression in diabetic TG(mRen-2)27 rats.","Hypertension (Dallas, Tex. : 1979)","","1524-4563 0194-911X","10.1161/HYPERTENSIONAHA.107.108845","","The aim of this study was to explore the effects of the renin inhibitor aliskiren in streptozotocin-diabetic TG(mRen-2)27 rats. Furthermore, we investigated in  vitro the effect of aliskiren on the interactions between renin and the  (pro)renin receptor and between aliskiren and prorenin. Aliskiren distributed  extensively to the kidneys of normotensive (non)diabetic rats, localizing in the  glomeruli and vessel walls after 2 hours exposure. In diabetic TG(mRen-2)27 rats,  aliskiren (10 or 30 mg/kg per day, 10 weeks) lowered blood pressure, prevented  albuminuria, and suppressed renal transforming growth factor-beta and collagen I  expression versus vehicle. Aliskiren reduced (pro)renin receptor expression in  glomeruli, tubules, and cortical vessels compared to vehicle (in situ  hybridization). In human mesangial cells, aliskiren (0.1 micromol/L to 10  micromol/L) did not inhibit binding of (125)I-renin to the (pro)renin receptor,  nor did it alter the activation of extracellular signal-regulated kinase 1/2 by  renin (20 nmol/L) preincubated with aliskiren (100 nmol/L) or affect gene  expression of the (pro)renin receptor. Evidence was obtained that aliskiren binds  to the active site of prorenin. The above results demonstrate the  antihypertensive and renoprotective effects of aliskiren in experimental diabetic  nephropathy. The evidence that aliskiren can reduce in vivo gene expression for  the (pro)renin receptor and that it may block prorenin-induced angiotensin  generation supports the need for additional work to reveal the mechanism of the  observed renoprotection by this renin inhibitor.","2008-07","2024-04-17 08:32:24","2024-04-17 08:32:24","","130-136","","1","52","","Hypertension","","","","","","","","eng","","","","","","","Place: United States PMID: 18490518","","","","Humans; Male; Animals; Rats; Rats, Sprague-Dawley; Blood Pressure/*drug effects; Gene Expression/drug effects; Transforming Growth Factor beta/genetics/metabolism; Amides/pharmacokinetics/*pharmacology; Fumarates/pharmacokinetics/*pharmacology; Renin/*antagonists & inhibitors/metabolism; Albuminuria/etiology/metabolism/*physiopathology; Antihypertensive Agents/metabolism/pharmacokinetics/*pharmacology; Collagen Type I/genetics/metabolism; Collagen Type III/genetics/metabolism; Collagen Type IV/genetics/metabolism; Diabetes Mellitus, Experimental/complications/metabolism/*physiopathology; Diabetic Nephropathies/etiology/metabolism/*physiopathology; Prorenin Receptor; Receptors, Cell Surface/*antagonists & inhibitors/genetics/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXDIF486","journalArticle","2005","Wood, Jeanette M.; Schnell, Christian R.; Cumin, Frederic; Menard, Joël; Webb, Randy L.","Aliskiren, a novel, orally effective renin inhibitor, lowers blood pressure in marmosets and spontaneously hypertensive rats.","Journal of hypertension","","0263-6352","10.1097/00004872-200502000-00025","","OBJECTIVES: Aliskiren is a new renin inhibitor of a novel structural class that has recently been shown to be efficacious in hypertensive patients after  once-daily oral dosing. We report the results of animal experiments performed in  marmosets and rats in order to characterize aliskiren before its recent  investigation in humans. METHODS: The effects of aliskiren were investigated in  sodium-depleted marmosets (oral dosing) and in spontaneously hypertensive rats  (dosing via subcutaneous osmotic minipumps). Blood pressure (BP) and heart rate  were measured by radiotelemetry. RESULTS: In sodium-depleted marmosets, single  oral doses of aliskiren (1-30 mg/kg) dose-dependently lowered BP. At a dose of 3  mg/kg, peak effects were observed 1 h after dosing (-30 +/- 4 mmHg, n = 6) and  the response persisted for more than 12 h. A single oral dose of 3 mg/kg  aliskiren was more effective than the same dose of either remikiren or zankiren,  two orally active renin inhibitors previously tested in humans. Aliskiren (10  mg/kg) was at least as effective as equal doses of the AT1-receptor blocker  valsartan or the angiotensin-converting enzyme inhibitor benazepril. In  spontaneously hypertensive rats, aliskiren dose-dependently (10-100 mg/kg per  day) decreased BP. Aliskiren also potentiated the antihypertensive effects of low  doses of valsartan or benazeprilat (1 or 3 mg/kg per day). CONCLUSIONS: Aliskiren  is an orally effective, long-lasting renin inhibitor that shows antihypertensive  efficacy in animals superior to previous renin inhibitors and at least equivalent  to angiotensin-converting enzyme inhibitors and AT1-receptor blockers. Aliskiren  may therefore represent an effective, novel approach to the treatment of  hypertension and related disorders, alone or in combination with other  antihypertensive agents.","2005-02","2024-04-17 08:32:24","2024-04-17 08:32:24","","417-426","","2","23","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 15662231","","","","Male; Female; Animals; Rats; Administration, Oral; Dose-Response Relationship, Drug; Drug Interactions; Injections, Intravenous; Drug Evaluation, Preclinical; Valsartan; Heart Rate/drug effects; Blood Pressure/*drug effects; Thiazoles/pharmacology; Callithrix; Imidazoles/pharmacology; Amides; Angiotensin-Converting Enzyme Inhibitors/pharmacology; Renin/*antagonists & inhibitors/blood; Rats, Inbred SHR; Angiotensin II Type 1 Receptor Blockers/pharmacology; Tetrazoles/pharmacology; Piperazines/pharmacology; Benzazepines/pharmacology; Telemetry; Fumarates/*administration & dosage/*pharmacokinetics/*pharmacology; Valine/*analogs & derivatives/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2NIDYHM","journalArticle","2022","Iijima, Daisuke; Sugama, Hiroshi; Takahashi, Yoichi; Hirai, Miki; Togashi, Yuko; Xie, Jianshu; Shen, Jingkang; Ke, Ying; Akatsuka, Hidenori; Kawaguchi, Takayuki; Takedomi, Kei; Kashima, Akiko; Nishio, Masashi; Inui, Yosuke; Yoneda, Hikaru; Xia, Guangxin; Iijima, Toru","Discovery of SPH3127: A Novel, Highly Potent, and Orally Active Direct Renin Inhibitor.","Journal of medicinal chemistry","","1520-4804 0022-2623","10.1021/acs.jmedchem.2c00834","","Renin is the rate-limiting enzyme in the renin-angiotensin-aldosterone system (RAAS) which regulates blood pressure and renal function and hence is an  attractive target for the treatment of hypertension and cardiovascular/renal  diseases. However, the development of direct renin inhibitors (DRIs) with  favorable oral bioavailability has been a longstanding challenge for many years.  This problem was thought to be because most of the reported DRIs were  peptide-like structures or nonpeptide-like structures with a molecular weight  (MW) of > 600. Therefore, we tried to find nonpeptidomimetic DRIs with a MW of <  500 and discovered the promising 2-carbamoyl morpholine derivative 4. In our  efforts to improve the pharmacokinetic profile of 4 without a significant  increase in the MW, we discovered compound 18 (SPH3127), which demonstrated  higher bioavailability and a more potent antihypertensive effect in preclinical  models than aliskiren and has completed a phase II clinical trial for essential  hypertension.","2022-08-25","2024-04-17 08:32:24","2024-04-17 08:32:24","","10882-10897","","16","65","","J Med Chem","","","","","","","","eng","","","","","","","Place: United States PMID: 35939295","","","","Humans; Morpholines/pharmacology; *Hypertension/drug therapy; Antihypertensive Agents/pharmacology/therapeutic use; Renin-Angiotensin System; *Renin/pharmacology/therapeutic use; Amides/pharmacology/therapeutic use; Fumarates/pharmacology/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKJXHK8S","journalArticle","2010","Sawhney, J. P. S.","First orally active DRI Aliskiren--a new prospect in management of hypertension and beyond.","Indian heart journal","","0019-4832","","","Hypertension is a major public health problem and leading cause for diseases involving cardiovascular & renal system. It is fourth largest contributor for  premature deaths in developed countries and seventh largest in developing world.  The major pharmacological strategies currently utilized for hypertension  management include volume control with diuretics, suppression of central and  peripheral sympathetic nervous system activity, vasodilatation with ion channel  manipulation and blockade of renin-angiotensin-aldosterone system. Activation of  the renin-angiotensin-aldosterone system in the pathogenesis of cardiovascular  diseases and renal disease is well established. It also has been established that  inhibition of renin-angiotensin-aldosterone system, is an effective way to  intervene with pathogenesis of these disorders. Therapies like beta blockers,  renin inhibitors, angiotensin converting enzyme inhibitors, angiotensin receptor  blockers and aldosterone inhibitors, that inhibit renin-angiotensin-aldosterone  system have proven to be highly successful for treatment of hypertension &  related cardiovascular diseases. Renin inhibitors block the  renin-angiotensin-aldosterone system at its origin, and thus offer a new approach  to pharmacotherapy of Hypertension. Aliskiren is the first in a new class of  orally active, non-peptide, low molecular weight direct renin inhibitor available  for clinical use and potential new approach to the blockade of the  renin-angiotensin-aldosterone system. Studies in humans demonstrate to an  effectual blood Pressure lowering effect of aliskiren with placebo like  tolerability, when used as monotherapy or in combination with other agents and  has the potential to be useful in this wide spectrum of conditions","2010-02","2024-04-17 08:32:24","2024-04-17 08:32:24","","49-56","","1","62","","Indian Heart J","","","","","","","","eng","","","","","","","Place: India PMID: 21180035","","","","Adolescent; Adult; Humans; Middle Aged; Aged; Time Factors; Administration, Oral; Pharmacokinetics; Randomized Controlled Trials as Topic; Hypertension/*drug therapy; Antihypertensive Agents/*administration & dosage; Renin/*antagonists & inhibitors; Renin-Angiotensin System; Amides/*administration & dosage/blood/pharmacology; Fumarates/*administration & dosage/blood/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RYNLRAZ","journalArticle","2018","Łukawski, Krzysztof; Raszewski, Grzegorz; Czuczwar, Stanisław J.","Interactions of aliskiren, a direct renin inhibitor, with antiepileptic drugs in the test of maximal electroshock in mice.","European journal of pharmacology","","1879-0712 0014-2999","10.1016/j.ejphar.2017.11.037","","Experimental studies showed that certain angiotensin-converting enzyme inhibitors and angiotensin AT(1) receptor antagonists can decrease seizure severity in  rodents. Additionally, some of these blockers of the renin-angiotensin system  have been documented to enhance the anticonvulsant activity of antiepileptic  drugs against maximal electroshock-induced seizures. The aim of the current study  was to investigate the effect of aliskiren, a direct renin inhibitor and a novel  antihypertensive drug, on the protective action of numerous antiepileptic drugs  (carbamazepine, valproate, clonazepam, phenobarbital, oxcarbazepine, lamotrigine,  topiramate and pregabalin) in the test of maximal electroshock in mice. The  examined drugs were administered intraperitoneally. Aliskiren up to a dose of  75mg/kg did not affect the threshold for electroconvulsions, however, aliskiren  (75mg/kg) enhanced the anticonvulsant action of clonazepam and valproate.  Following aliskiren treatment, a higher brain concentration of valproate was  noted, suggesting a pharmacokinetic interaction. In the rota-rod test, the  concomitant treatment with aliskiren (50 or 75mg/kg) and clonazepam (22.6mg/kg)  impaired motor coordination while clonazepam (22.6mg/kg) alone showed strong  tendency towards this impairment. The combination of aliskiren (75mg/kg) with  phenobarbital (25.5mg/kg) caused long-term memory deficits in the passive  avoidance task. This study shows that there are no negative interactions between  aliskiren and the examined antiepileptic drugs as concerns their anticonvulsant  activity. Aliskiren even potentiated the anticonvulsant action of clonazepam and  valproate against maximal electroshock. The impact of aliskiren alone on seizure  activity or on the anticonvulsant and adverse activity of antiepileptic drugs  needs further evaluation in other animal models of seizures.","2018-01-15","2024-04-17 08:32:24","2024-04-17 08:32:24","","108-113","","","819","","Eur J Pharmacol","","","","","","","","eng","Copyright © 2017 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 29191768","","","","Male; Animals; Mice; Drug Interactions; Drug interactions; Renin/*antagonists & inhibitors; Anticonvulsants/blood/*pharmacology; Antiepileptic drugs; *Electroshock; Fumarates/*pharmacology; Aliskiren; Amides/*pharmacology; Electroconvulsions; Protease Inhibitors/blood/*pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWX82W8C","journalArticle","2007","Sepehrdad, Reza; Frishman, William H.; Stier, Charles T. Jr; Sica, Domenic A.","Direct inhibition of renin as a cardiovascular pharmacotherapy: focus on aliskiren.","Cardiology in review","","1538-4683 1061-5377","10.1097/CRD.0b013e318093e43a","","The important role of renin-angiotensin-aldosterone system blockade in the treatment of systemic hypertension, heart failure, diabetic kidney disease, and  atherogenesis has been clearly established. The theoretical therapeutic  advantages for inhibiting the detrimental effects of the renin-angiotensin system  at its most upstream point have served as the impetus for the development of  renin inhibitors. The advent of aliskiren, the first in a novel class of orally  active, nonpeptide, highly specific, human renin inhibitors, provides a new  modality in the armamentarium of renin-angiotensin system antagonists. Studies in  marmosets and rats demonstrated that aliskiren reduced blood pressure in a  dose-dependent manner and is highly efficacious in blocking plasma renin activity  with parallel reductions in the levels of the other downstream constituents of  the renin-angiotensin system. Clinical trials in hypertensive patients have  confirmed these benefits with aliskiren whose blood pressure-lowering efficacy is  similar to or better than those of standard therapeutic doses of enalapril,  losartan, irbesartan, and hydrochlorothiazide. Aliskiren is well tolerated, with  few reported adverse effects even at the highest doses tested. Given the  established beneficial effects of angiotensin-converting enzyme inhibitors and  angiotensin receptor blockers in the treatment of cardiovascular and renovascular  diseases, future studies may further elucidate a similar protective role for  aliskiren both as a monotherapy and as part of a combination therapy.","2007-10","2024-04-17 08:32:24","2024-04-17 08:32:24","","242-256","","5","15","","Cardiol Rev","","","","","","","","eng","","","","","","","Place: United States PMID: 17700383","","","","Humans; Animals; Structure-Activity Relationship; Randomized Controlled Trials as Topic; Regional Blood Flow; Blood Pressure/drug effects/physiology; Angiotensin-Converting Enzyme Inhibitors/therapeutic use; Kidney/blood supply; Aldosterone/blood; Renin-Angiotensin System/drug effects/physiology; Irbesartan; Piperazines/pharmacology/therapeutic use; Amides/adverse effects/chemistry/pharmacokinetics/pharmacology/*therapeutic use; Angiotensin II/blood/physiology; Antihypertensive Agents/adverse effects/*pharmacology/therapeutic use; Biphenyl Compounds/pharmacology/therapeutic use; Fumarates/adverse effects/chemistry/pharmacokinetics/pharmacology/*therapeutic use; Receptors, Angiotensin/drug effects/physiology; Renin/*antagonists & inhibitors/physiology; Tetrazoles/pharmacology/therapeutic use; Thiazoles/pharmacology/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GW5EA7GQ","journalArticle","2004","Azizi, Michel; Ménard, Joël; Bissery, Alvine; Guyenne, Than-Tam; Bura-Rivière, Alessandra; Vaidyanathan, Sujata; Camisasca, Riccardo P.","Pharmacologic demonstration of the synergistic effects of a combination of the renin inhibitor aliskiren and the AT1 receptor antagonist valsartan on the  angiotensin II-renin feedback interruption.","Journal of the American Society of Nephrology : JASN","","1046-6673","10.1097/01.ASN.0000146686.35541.29","","Interrupting the renin-angiotensin system (RAS) with a usual daily dose of a single-site RAS inhibitor does not achieve complete and long-lasting  pharmacologic blockade. Hormonal and BP effects were compared for 48 h after  administration of single oral doses of 300 mg (high dose) of the renin inhibitor  aliskiren (A300) and 160 mg (standard antihypertensive dose) of the AT1 receptor  antagonist valsartan (V160) and their combination each at half dose (A150+V80) in  12 mildly sodium-depleted normotensive individuals. In this double-blind,  placebo-controlled, randomized, four-period crossover study, A300 decreased  plasma renin activity and angiotensin I and II levels for 48 h, stimulated  immunoreactive active renin release more strongly than V160, and decreased  urinary aldosterone excretion for a longer duration than V160. In contrast to  V160, the A150+V80 combination did not increase plasma angiotensins. The renin  and aldosterone effects of the A150+V80 combination were similar to those of A300  and greater than those of V160. When plasma drug concentrations were taken into  account, the A150 +V80 combination had a synergistic effect on renin release. The  A150+V80 combination lowered BP at least as effectively as either higher dose  monotherapy. In conclusion, in mildly sodium-depleted normotensive individuals,  the long-lasting effects of aliskiren alone or in combination with valsartan on  plasma immunoreactive active renin and urinary aldosterone effects demonstrate  strong and prolonged blockade of angiotensin II at the kidney and the adrenal  level. Moreover, a renin inhibitor and AT1R antagonist combination may provide  synergistic effects on RAS hormone levels.","2004-12","2024-04-17 08:32:24","2024-04-17 08:32:24","","3126-3133","","12","15","","J Am Soc Nephrol","","","","","","","","eng","","","","","","","Place: United States PMID: 15579516","","","","Adolescent; Adult; Humans; Male; Drug Synergism; Administration, Oral; Cross-Over Studies; Valsartan; Blood Pressure/drug effects; Angiotensin II/*blood; Amides; Renin-Angiotensin System/*drug effects; Angiotensin I/blood; Tetrazoles/*administration & dosage/adverse effects/pharmacokinetics; Fumarates/*administration & dosage/adverse effects/pharmacokinetics; Aldosterone/blood/urine; Angiotensin II Type 1 Receptor Blockers/*administration & dosage/adverse effects/pharmacokinetics; Feedback, Physiological/drug effects; Renin/antagonists & inhibitors/*blood; Valine/*administration & dosage/adverse effects/*analogs & derivatives/pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCXGJFFI","journalArticle","2013","Rahman, Asadur; Ohmori, Koji; Kohno, Masakazu; Nishiyama, Akira","Effects of angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers on accumulation of aliskiren in the kidney.","Journal of hypertension","","1473-5598 0263-6352","10.1097/HJH.0b013e32835fd2ab","","","2013-04","2024-04-17 08:32:24","2024-04-17 08:32:24","","659-660","","4","31","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 23466892","","","","Humans; Animals; Kidney/*metabolism; Antihypertensive Agents/*pharmacokinetics; Amides/*pharmacokinetics; Renin/*metabolism; Fumarates/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBIHTC3H","journalArticle","2007","Ménard, Joël; Azizi, Michel","The difficult conception, birth and delivery of a renin inhibitor: controversies around aliskiren.","Journal of hypertension","","0263-6352","10.1097/HJH.0b013e3282ef45e9","","","2007-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","1775-1782","","9","25","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 17762637","","","","Humans; Treatment Outcome; Hypertension/drug therapy; Renin/*antagonists & inhibitors; Antihypertensive Agents/pharmacokinetics/*pharmacology/therapeutic use; Fumarates/pharmacokinetics/*pharmacology/therapeutic use; Amides/pharmacokinetics/*pharmacology/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
